"HasSubmitButton","HasHiddenFields","HasPasswordField","Bank","Pay","Crypto","NoOfCSS","NoOfEmptyRef","label"
0,1,0,0,1,0,20,0,1
0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,4,0,1
1,1,0,0,0,0,18,0,1
0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,4,0,1
1,1,0,0,0,0,20,4,1
1,1,1,1,1,0,2,13,1
1,1,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,3,1
1,1,0,0,0,0,2,1,1
1,1,1,0,0,0,21,2,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,34,5,1
1,1,0,0,0,0,47,3,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,15,1,1
1,1,1,1,1,0,2,0,1
1,1,0,0,1,0,8,0,1
1,1,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,7,1,1
1,1,0,0,1,0,83,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,4,0,1
0,0,1,0,0,0,6,6,1
0,1,0,1,0,0,3,66,1
0,0,0,0,1,0,4,0,1
1,1,0,0,0,0,1,0,1
1,0,1,0,0,0,25,13,1
0,0,0,0,1,0,29,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0
0,1,0,1,0,0,4,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,15,2,1
1,1,0,1,1,0,6,2,1
1,1,0,0,1,0,1,4,1
1,1,0,0,0,0,1,0,1
1,1,0,0,1,0,25,56,1
1,1,0,0,0,1,8,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,16,0,1
1,0,1,0,0,0,29,1,1
1,1,1,1,1,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,15,4,1
0,0,0,0,0,0,2,0,0
0,0,0,0,1,1,8,4,1
1,1,1,1,1,0,4,8,1
1,0,1,0,1,0,1,0,0
0,0,0,0,0,0,1,1,1
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,6,3,1
0,0,0,0,0,0,1,0,1
1,1,1,1,1,0,1,0,1
1,1,0,0,0,0,17,0,1
0,0,0,0,0,0,12,12,1
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,4,0,1
1,1,1,1,1,0,8,4,1
1,0,0,0,1,0,4,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0
1,1,0,0,0,0,5,10,1
1,1,0,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,18,5,1
1,0,0,0,0,0,3,1,1
1,1,0,0,1,0,11,9,1
1,1,0,0,0,0,18,0,1
1,1,1,0,0,0,4,0,0
1,1,0,1,0,0,4,0,1
1,0,0,0,0,0,6,5,1
1,0,0,0,0,0,4,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10,0,1
0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,5,0,1
1,1,1,0,1,0,5,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,6,1,1
1,1,0,0,1,0,9,0,1
0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,51,51,1
1,1,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,21,9,1
1,0,0,0,1,0,15,0,1
0,0,0,0,0,0,3,6,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,3,11,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,6,0,1
0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,8,13,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,13,2,1
1,0,0,0,1,0,6,0,1
1,1,1,1,1,0,8,0,1
1,1,0,0,0,0,6,1,1
1,1,0,0,1,0,20,0,1
0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,9,5,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,12,1,1
1,1,0,0,0,0,19,0,1
0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0
1,1,0,0,0,0,2,0,1
1,1,0,0,1,0,15,0,1
0,0,0,0,0,0,1,0,0
0,1,0,0,1,0,4,0,1
0,0,0,0,0,0,2,0,1
1,1,0,0,0,0,4,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,1,7,1
0,0,0,0,0,0,7,0,1
1,1,0,0,0,0,6,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,21,4,1
1,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,18,4,1
1,1,0,0,1,0,15,1,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,21,0,1
1,0,0,0,0,0,1,0,1
1,0,0,0,0,0,3,0,1
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,1
1,1,0,0,1,0,71,0,1
1,1,0,0,1,0,15,0,1
0,0,0,0,0,0,16,1,1
1,0,0,0,0,0,9,0,0
1,1,0,1,0,0,18,1,1
1,1,0,0,1,0,2,1,1
0,1,0,1,0,1,4,0,1
0,1,0,1,1,0,1,0,1
0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,22,0,1
0,0,0,0,0,0,10,0,1
1,1,0,0,0,0,3,10,1
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,6,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,16,0,1
0,0,0,0,0,0,1,0,1
1,1,0,0,1,0,10,1,1
0,0,0,0,0,0,5,6,1
0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,21,0,1
0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,13,1,1
1,0,0,0,1,0,13,3,1
1,1,0,0,0,0,3,0,1
1,1,0,1,1,0,2,2,1
0,1,0,0,0,0,4,1,1
1,1,1,0,0,0,4,0,1
0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,5,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,4,0,1
0,0,0,0,0,0,10,0,1
0,0,0,0,0,0,2,0,0
0,0,0,1,1,0,1,0,1
0,0,0,0,1,0,4,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,74,0,1
0,0,0,0,1,0,39,1,1
0,1,0,0,0,0,9,0,1
0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,3,0,0
1,1,0,0,1,0,8,0,1
0,1,0,0,1,0,21,1,1
0,0,0,0,0,0,13,15,1
0,0,0,0,0,0,4,0,1
1,0,0,0,0,0,3,0,1
1,0,0,1,1,0,3,1,1
0,1,0,1,0,0,3,0,1
1,1,1,0,0,0,13,9,1
1,1,0,0,1,0,32,3,1
0,0,0,0,1,0,0,6,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,1
1,1,0,0,0,0,19,1,1
0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,41,2,1
0,0,0,0,0,0,15,0,1
0,1,0,0,0,0,1,0,0
1,0,0,0,1,0,13,2,1
1,1,0,0,1,0,51,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,10,1,1
1,0,0,0,0,0,22,4,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,4,0,1
0,0,0,0,1,0,6,0,1
1,1,0,1,0,0,10,2,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,2,0,0
1,1,0,0,0,0,4,1,1
0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,3,1,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,3,4,1
0,0,0,1,1,0,1,0,1
1,0,0,1,0,0,1,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,23,0,1
0,0,0,0,1,0,2,0,1
1,0,0,1,0,0,2,7,1
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,14,0,1
1,1,0,0,1,0,6,0,1
0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,3,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,5,6,1
0,0,0,0,0,0,1,0,1
1,1,0,0,1,0,2,0,1
1,1,0,0,1,0,2,0,1
0,1,0,0,0,0,6,1,1
0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,1
0,0,0,0,0,0,14,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,12,0,1
1,1,0,1,1,0,7,0,1
0,1,0,0,1,0,5,6,1
0,0,1,0,0,0,2,0,0
0,0,0,0,0,0,1,0,1
1,1,0,0,0,0,11,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,3,1,1
0,1,0,0,0,0,2,0,1
0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0
0,1,0,0,1,0,10,2,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,23,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,40,15,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,10,4,1
1,0,0,0,0,0,10,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,5,1,1
1,1,0,1,1,0,10,10,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,16,3,1
1,0,0,0,0,0,1,3,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,21,2,1
0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,5,0,1
0,1,0,0,1,0,12,82,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,7,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,18,1,1
0,1,0,0,1,0,8,48,1
0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,4,55,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,1,0
1,1,1,1,1,0,8,8,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,15,2,1
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,2,2,1
0,0,0,0,1,0,16,0,1
0,0,0,0,0,0,5,5,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,2,0,1
0,0,0,0,0,0,1,0,0
1,1,0,0,0,0,39,0,1
1,1,1,1,1,0,5,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,11,1,1
1,0,0,0,1,0,17,9,1
0,1,0,0,1,0,11,0,1
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,6,0,1
1,1,0,0,0,0,7,1,1
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,0,0
1,1,0,0,1,0,4,0,1
1,1,0,0,0,0,36,0,1
1,1,0,0,0,0,26,0,1
0,1,0,0,1,0,0,0,1
0,0,0,0,0,0,3,2,1
0,0,0,1,0,0,1,0,0
0,1,0,1,1,0,5,0,1
1,1,0,0,1,0,15,5,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,3,0,1
1,1,0,0,0,0,2,0,1
0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,10,1,1
1,0,1,1,1,0,5,0,1
1,1,0,0,0,0,12,1,1
0,1,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,2,1,0
1,1,0,0,0,0,1,1,1
1,1,1,0,0,0,1,1,1
1,0,0,0,0,0,6,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,41,10,1
1,0,0,0,1,0,12,7,1
0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,15,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,24,11,1
1,1,1,0,0,0,8,1,1
1,0,0,0,0,0,14,9,1
1,1,0,0,0,0,13,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,11,1,1
1,0,0,0,1,0,3,3,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,2,0,0
1,1,0,1,0,0,0,0,1
1,1,1,0,0,0,39,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,16,0,1
1,1,1,0,1,0,1,6,1
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,33,9,1
1,0,0,1,1,0,2,0,1
1,0,0,0,1,0,1,2,1
0,1,0,0,0,0,10,60,1
0,0,1,1,1,0,5,0,1
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,12,2,1
1,1,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,37,3,1
1,1,1,0,1,0,5,4,1
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,38,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,1
1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,7,0,1
1,1,0,0,1,0,1,0,1
0,1,0,1,1,0,4,2,1
1,1,0,0,0,0,3,0,1
1,1,0,0,0,0,1,2,1
1,1,0,1,1,0,12,4,1
1,1,1,0,0,0,7,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,7,2,1
0,1,0,0,0,0,2,2,0
0,1,1,0,0,0,29,6,1
0,1,0,0,0,0,18,21,1
0,0,0,0,0,0,9,0,1
0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,18,7,1
1,0,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,2,0,1
0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,6,3,1
1,0,0,0,0,0,2,3,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,17,0,1
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,8,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1
1,1,1,1,1,1,21,4,1
1,1,0,0,0,0,30,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0
1,1,0,0,0,0,3,0,1
0,1,0,1,0,0,6,2,1
1,0,0,0,0,0,20,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,2,0,1
0,1,0,0,1,0,20,0,1
1,1,0,0,0,0,28,1,1
0,0,0,0,0,0,1,0,0
1,1,0,0,0,0,4,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,11,0,1
0,0,0,0,1,0,13,11,1
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,9,55,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
