"DomainLength","IsDomainIP","TLD","TLDLength","NoOfSubDomain","NoOfAmpersandInURL","HasTitle"
20,0,335,3,0,0,1
20,0,242,3,1,0,1
22,0,96,3,1,0,1
17,0,94,2,0,0,1
18,0,45,3,1,0,1
11,0,335,3,0,0,1
27,0,96,3,1,0,0
19,0,96,3,1,0,1
19,0,113,3,1,0,0
31,0,221,2,1,0,1
20,0,96,3,1,0,1
14,0,340,2,1,0,1
31,0,50,2,2,0,1
30,0,113,3,2,0,1
23,0,96,3,1,0,1
18,0,96,3,0,0,1
12,0,200,2,1,0,1
30,0,258,3,1,0,1
18,0,94,2,2,0,1
28,0,242,3,1,0,1
17,0,187,2,2,0,1
30,0,96,3,2,0,1
29,0,287,2,1,0,1
15,0,96,3,1,0,0
21,0,96,3,1,0,1
17,0,128,2,0,0,1
22,0,345,2,2,0,1
26,0,96,3,1,0,1
12,0,49,2,1,0,1
22,0,258,3,1,0,1
17,0,45,3,1,0,1
21,0,225,2,1,0,1
17,0,96,3,1,0,1
19,0,96,3,1,0,1
28,0,112,2,1,0,1
37,0,96,3,1,0,1
15,0,96,3,1,0,1
16,0,112,2,1,0,1
11,0,258,3,1,0,1
27,0,96,3,2,0,1
20,0,53,4,1,0,1
16,0,96,3,1,0,1
18,0,113,3,1,0,1
25,0,96,3,1,0,1
13,0,258,3,1,0,0
16,0,179,3,2,0,1
25,0,205,4,1,0,0
20,0,345,2,2,0,1
20,0,346,2,1,0,0
22,0,96,3,2,0,0
20,0,242,3,2,0,1
25,0,258,3,1,0,1
17,0,96,3,1,0,1
15,0,340,2,1,0,1
20,0,96,3,1,0,1
27,0,96,3,1,0,0
22,0,96,3,1,0,1
15,0,258,3,1,0,1
19,0,96,3,1,0,1
20,0,96,3,1,0,1
12,0,123,3,1,0,1
16,0,96,3,2,0,0
17,0,270,2,1,0,1
18,0,150,3,2,0,1
25,0,96,3,1,0,1
35,0,94,2,2,0,1
17,0,96,3,1,0,1
23,0,258,3,1,0,1
26,0,183,2,1,0,1
16,0,96,3,0,0,1
28,0,96,3,1,0,1
22,0,96,3,1,0,1
12,0,134,2,1,0,1
16,0,96,3,1,0,1
42,0,96,3,1,0,1
20,0,290,2,2,0,1
20,0,242,3,1,0,1
19,0,96,3,1,0,1
24,0,96,3,1,0,1
14,0,96,3,1,0,1
23,0,94,2,2,0,0
15,0,211,2,1,0,1
20,0,96,3,1,0,1
19,0,206,4,1,0,0
14,0,180,2,1,0,1
23,0,96,3,0,0,1
22,0,258,3,1,0,0
33,0,94,2,1,0,1
25,0,96,3,1,0,1
21,0,248,2,1,0,1
15,0,96,3,1,0,1
17,0,96,3,1,0,1
17,0,96,3,1,0,1
27,0,258,3,1,0,1
32,0,242,3,1,0,0
22,0,96,3,1,0,1
16,0,96,3,1,0,1
18,0,358,3,1,0,0
11,0,96,3,0,0,1
20,0,302,4,1,0,1
14,0,96,3,1,0,1
12,0,258,3,1,0,1
17,0,96,3,1,0,1
41,0,96,3,1,0,0
15,0,258,3,1,0,1
15,0,175,2,2,0,1
12,0,258,3,1,0,1
20,0,90,5,1,0,0
17,0,96,3,1,0,1
15,0,242,3,1,0,1
27,0,96,3,1,0,1
33,0,96,3,1,0,0
22,0,96,3,1,0,1
24,0,128,2,1,0,1
35,0,94,2,2,0,1
13,0,153,2,1,0,1
18,0,96,3,1,0,1
25,0,49,2,1,0,1
23,0,96,3,1,0,1
24,0,94,2,1,0,1
23,0,96,3,1,0,1
18,0,355,5,1,0,1
22,0,258,3,1,0,1
19,0,180,2,1,0,1
11,1,23,2,2,0,1
17,0,96,3,1,0,1
25,0,96,3,3,0,1
17,0,96,3,1,0,0
13,0,139,2,1,0,1
22,0,96,3,1,0,1
13,0,96,3,1,0,1
39,0,96,3,1,0,1
23,0,96,3,1,0,1
16,0,258,3,1,0,1
17,0,112,2,1,0,1
49,0,96,3,1,0,0
47,0,94,2,2,0,1
21,0,141,2,1,0,1
30,0,96,3,1,0,1
16,0,96,3,1,0,1
26,0,258,3,2,0,0
27,0,50,2,4,0,1
15,0,96,3,1,0,1
19,0,112,2,1,0,1
18,0,96,3,1,0,1
19,0,96,3,1,0,0
16,0,96,3,1,0,1
15,0,96,3,1,0,1
19,0,345,2,2,0,1
20,0,191,2,2,0,1
11,0,335,3,0,0,0
19,0,96,3,1,0,1
19,0,96,3,1,0,1
20,0,225,2,1,0,1
23,0,96,3,1,0,1
15,0,96,3,1,0,1
26,0,96,3,1,0,1
18,0,96,3,1,0,1
20,0,176,4,1,0,1
15,0,258,3,1,0,1
21,0,136,2,2,0,1
23,0,261,4,1,0,1
15,0,270,2,1,0,0
18,0,96,3,1,0,1
36,0,176,4,1,0,0
14,0,65,3,1,0,1
22,0,242,3,1,0,1
25,0,96,3,0,0,0
34,0,96,3,1,0,1
11,0,258,3,1,0,1
18,0,258,3,1,0,1
17,0,183,2,1,0,1
31,0,94,2,1,0,1
24,0,96,3,1,0,1
14,0,96,3,1,0,1
22,0,258,3,1,0,1
26,0,183,2,1,0,1
19,0,96,3,1,0,1
14,0,345,2,2,0,1
19,0,96,3,1,0,1
42,0,96,3,1,0,1
20,0,345,2,2,0,1
19,0,45,3,1,0,1
35,0,221,2,1,0,0
74,0,205,4,2,0,1
30,0,96,3,1,0,1
25,0,71,2,1,0,0
20,0,96,3,1,0,1
63,0,96,3,1,0,1
24,0,96,3,1,0,1
18,0,96,3,1,0,1
26,0,96,3,1,0,1
13,0,96,3,1,0,1
22,0,187,2,3,0,1
20,0,96,3,1,0,1
9,0,146,3,0,0,0
18,0,96,3,1,0,1
19,0,96,3,1,0,1
21,0,96,3,1,0,1
29,0,96,3,2,0,1
21,0,96,3,1,0,1
18,0,242,3,1,0,1
19,0,96,3,1,0,1
20,0,112,2,1,0,1
24,0,345,2,2,0,1
25,0,242,3,1,0,1
16,0,258,3,1,0,1
13,0,88,2,1,0,1
21,0,96,3,1,0,1
27,0,96,3,1,0,1
18,0,96,3,1,0,1
23,0,96,3,1,0,1
24,0,96,3,1,0,1
19,0,96,3,1,0,1
21,0,96,3,1,0,1
18,0,45,3,1,0,1
27,0,96,3,1,0,1
15,0,96,3,1,0,1
13,0,96,3,1,0,1
13,0,112,2,1,0,1
16,0,242,3,1,0,0
30,0,96,3,1,0,1
27,0,96,3,0,0,1
32,0,50,2,4,0,1
13,0,94,2,1,0,1
18,0,96,3,1,0,1
23,0,45,3,1,0,0
26,0,96,3,1,0,1
24,0,96,3,1,0,1
15,0,258,3,1,0,1
15,0,96,3,1,0,1
19,0,96,3,1,0,1
14,0,287,2,1,0,1
16,0,96,3,1,0,1
17,0,296,2,1,0,1
18,0,248,2,1,0,1
33,0,180,2,1,0,1
18,0,258,3,1,0,1
46,0,94,2,4,0,0
23,0,258,3,1,0,1
19,0,96,3,1,0,1
20,0,96,3,1,0,1
20,0,96,3,1,0,1
11,0,258,3,1,0,1
14,0,96,3,1,0,1
13,0,242,3,1,0,0
28,0,180,2,1,0,1
22,0,258,3,1,0,1
28,0,45,3,1,0,1
19,0,96,3,1,0,1
18,0,96,3,1,0,1
20,0,180,2,1,0,0
41,0,94,2,2,0,1
33,0,45,3,1,0,1
15,0,96,3,1,0,1
16,0,45,3,1,0,1
19,0,290,2,1,0,0
15,0,242,3,1,0,1
22,0,258,3,1,0,0
