"HasSubmitButton","HasHiddenFields","HasPasswordField","Bank","Pay","Crypto","NoOfCSS","NoOfEmptyRef","label"
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,8,0,1
1,0,0,0,1,0,5,4,1
1,1,1,1,1,0,25,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,14,1,1
1,0,0,0,0,0,1,0,1
1,1,0,0,0,0,7,0,1
1,1,1,0,1,0,12,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,1,0,1,1,0,3,0,0
1,1,1,1,1,0,15,56,1
0,0,0,1,0,0,3,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,3,1,1
0,1,0,0,0,0,18,7,1
1,0,0,0,0,0,1,0,0
1,0,0,1,0,0,10,16,1
1,1,1,0,1,0,83,1,1
1,1,0,0,0,0,5,0,1
1,1,1,1,1,0,8,2,1
1,0,1,0,0,0,6,0,0
1,0,0,0,1,0,2,0,1
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,11,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,21,25,1
1,0,0,0,0,0,4,4,1
0,1,0,1,1,0,3,0,0
1,0,0,1,0,1,4,0,1
0,0,0,0,0,0,9,0,1
1,1,1,0,1,0,4,7,1
1,1,0,1,0,0,2,1,1
0,1,0,0,1,0,18,7,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,13,3,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,3,3,1
1,1,1,1,1,0,2,4,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,19,0,1
1,1,1,0,1,0,13,8,1
0,0,0,0,0,0,4,0,1
1,0,0,0,0,0,5,0,0
1,1,0,1,1,1,14,6,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,2,2,1
0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,19,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,6,0,1
1,1,0,0,0,0,10,3,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,27,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,12,12,1
1,1,0,1,1,0,1,3,1
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,7,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,0,0,0,1,0,5,0,1
1,0,0,0,1,0,1,0,0
1,1,0,0,0,0,17,1,1
1,1,0,0,1,0,21,4,1
1,1,0,0,1,0,25,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,33,0,1
0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,9,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,1
0,1,0,0,0,0,1,0,0
1,1,1,0,1,1,40,5,1
0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,29,3,1
1,1,1,0,1,1,44,26,1
0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,3,0,0
1,1,0,0,1,0,2,10,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,6,0,1
0,0,0,0,0,0,1,8,1
1,1,0,0,0,0,5,0,1
1,0,0,1,0,0,6,0,1
0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,3,0,0
1,0,0,0,0,0,37,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,4,0,1
1,1,0,0,0,0,24,0,1
1,0,0,0,0,0,8,0,1
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,2,5,0
1,1,0,0,0,0,1,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,7,7,1
1,0,0,0,0,0,16,4,1
1,0,0,0,1,0,5,1,1
1,1,0,0,1,0,14,0,1
1,1,0,0,0,0,6,0,1
0,0,0,0,0,1,0,0,0
1,1,0,0,1,0,6,13,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8,6,1
1,1,0,0,1,0,8,5,1
0,0,0,0,1,0,6,1,1
1,1,0,0,0,0,3,10,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,37,5,1
1,1,1,1,1,1,15,6,1
0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,1,1,1
0,0,0,0,0,0,2,3,1
1,1,0,0,1,0,7,0,1
1,1,0,0,0,0,16,1,1
0,1,0,0,0,0,2,0,1
1,0,0,0,0,0,3,0,1
0,0,0,0,0,0,14,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,6,11,1
1,1,0,0,1,0,14,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7,5,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,12,1,1
0,0,0,0,0,0,13,6,1
1,0,0,0,1,0,4,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,6,0,1
0,1,0,0,1,0,9,87,1
0,1,0,0,0,0,14,3,1
1,1,0,1,1,0,10,0,1
1,1,0,0,0,0,16,4,1
1,0,0,0,1,0,1,0,1
1,1,1,1,1,0,3,3,1
1,1,1,1,0,0,1,0,1
1,0,0,0,0,0,6,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,3,1
1,0,0,0,0,0,6,0,1
0,0,0,0,0,0,13,0,1
1,0,0,0,0,0,18,2,1
0,1,0,0,0,0,11,14,1
0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,1,17,0
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,3,0,1
1,0,1,0,0,0,2,0,0
1,1,0,0,1,0,8,0,1
0,0,0,0,0,0,17,18,1
1,0,0,0,1,0,1,1,1
0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,8,2,1
1,0,0,1,1,0,3,0,1
0,1,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,8,1,1
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,7,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
1,1,0,0,0,0,9,0,1
1,1,0,1,1,0,38,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,15,3,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,25,1,1
1,1,0,0,0,0,16,1,1
0,0,0,0,0,0,1,0,1
1,1,0,0,0,0,28,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,14,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,2,0,1
0,1,0,0,0,0,5,0,1
0,0,0,0,0,0,6,0,0
0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,6,1,1
1,0,0,0,0,0,8,0,1
0,0,0,0,0,0,1,0,1
0,1,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,2,38,1
0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,7,0,1
1,0,0,0,1,0,1,0,1
1,1,1,0,1,0,5,1,1
0,1,0,0,1,0,5,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,12,0,1
1,1,0,0,0,0,0,29,1
0,0,0,0,1,1,2,0,1
0,0,0,0,0,0,4,8,1
0,0,0,0,0,0,5,1,1
0,0,0,0,0,0,1,0,1
1,1,0,0,0,0,11,0,1
0,0,0,0,0,0,7,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,13,7,1
0,0,0,1,0,0,10,12,1
0,0,1,0,0,0,6,0,1
0,0,0,0,0,0,4,3,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,5,11,1
1,1,0,0,0,0,4,1,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,1
1,1,0,0,0,0,12,1,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,1
0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,10,8,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,13,0,1
1,0,0,0,0,0,1,0,1
1,1,0,0,1,0,30,0,1
0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,6,0,1
1,0,0,0,1,0,3,5,1
0,1,0,1,0,0,104,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1
1,1,0,0,1,0,6,1,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,3,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
1,1,0,0,1,1,2,3,1
0,1,0,0,0,0,18,0,1
1,1,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,1
1,1,0,0,1,0,11,3,1
0,0,0,0,0,0,23,2,1
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,9,0,1
1,0,1,0,0,0,4,7,0
1,1,0,0,0,0,5,4,1
0,1,0,0,1,0,14,0,1
1,0,0,0,0,0,16,0,1
1,0,0,0,0,0,3,0,1
1,0,0,0,0,0,2,0,1
0,1,0,0,1,0,2,2,1
1,1,1,1,1,0,3,2,1
1,1,1,0,1,0,36,9,1
1,0,0,0,1,0,22,4,1
1,1,0,0,1,0,12,1,1
0,0,0,0,0,0,1,14,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,22,2,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,4,0,1
1,1,0,0,1,0,4,15,1
1,1,0,1,1,0,46,1,1
1,1,0,0,0,0,22,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,9,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,2,1,1
